@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' I just found out that one of my favorite celtic musicians is dead.  Martyn Bennett passed away in January of this year due to cancer.  :O  I absoluetly adore his work. I gotta go and collect all his music now.  *is still in shock*  You can visit his webpage  HERE ' , surprise
' Fate has finally caught up with me. A parking ticket was embedded in my van \' s window; $54 for two infractions: parking in a no-parking zone and parking on the sidewalk. (Fortunately, the snow had hidden my expired inspection stickers.)  Let my tragedy serve as a warning to all. ' , surprise
' Just thought this was interesting...  No mention of the cancellation of GothCon on the livejournal community, nor any of the staff members livejournals. ' , surprise
' This just happened on AIM:   valiskeogh  (6:10:32 PM): i \' m thinking of putting up an auction  http://search.ebay.com/search/search.dl l?query=imaginary+boyfriend&from=R10&BasicSearch=   duchess_webb  (6:12:51 PM): O.o  you want an imaginary boyfriend? ! ? ! ' , surprise
' i didn \' t know there was a SunDowner community. cool. anyway great job on the comics can \' t wait for 7 ! ' , surprise
' I was astonished to learn today that they made  Damnation Alley  into a movie. Perhaps this is old news to all of you. Anyone seen it? How terrible is it? ' , surprise
' Well, it \' s website.  It \' s gorgeous.  Did the math.  A reception there would be more than my entire budget.  An  off-season  reception too !   *dies*  ...*adds to list of places to visit anyway* ' , surprise
' I \' m assuming everyone here has read  Kissing Hanks Ass  ... but has everyone here seen the movie about it?   o_O   http://www.starcantdead.com/sketches/ki ssinghanksass.html   enjoy,  MITCHELL ' , surprise
' I just got the e-mail !         julian814    is going to register www.xgaddx.com for us and will develope the entire site.  All we need to do is come up with the content !   Let \' s all give him a big fat  THANK YOU !     (for those who don \' t know, he is the talent behind  http://www.phillygoth.net/ ) ' , surprise
' Gee. Talia \' s awfully nervous talking about Lyta with Ivanova. Very edgy. Very nervous, almost defensive, as if...  Oh.   ...I want schooldays ! Lyta/Talia now. ' , surprise
' you see, costco is meant to allow people to buy lots of things at once, at reduced prices, so you don \' t have to buy them repeatedly at higher prices at little grocery stores. &nbsp;but when you bring a cart and a platform into the place, and come out having to use another platform........  long story short, $628.85 is a large shopping bill. ' , surprise
' Todayâ€™ Scary Item of the day is Brand X ramen. Iâ€™m not surprised that I found it in a college town frankly, however I am surprised at the brand nameâ€¦. Off brand ramenâ€¦ I wonder if it contains ash and sawdust like cat food sometimes does. ' , surprise
' Here \' s a picture of our cat, Eowyn:    Here \' s a picture of someone else \' s Level 60 lilac tabby cat, Eowyn:    So much for original names.... ' , surprise
' What Makes You Purr? by bluemystique82      Name:           Age:           Favorite Food:           You purr when:    you masterbate      You as a kitten:                    Quiz created with MemeGen   ! ' , surprise
' &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;    vicissitude is love     brought to you by the  isLove Generator ' , surprise
' Wild at Heart   What \' s that?  A region 1 DVD of Wild at Heart with a new (better?) transfer supervised by Lynch himself.  for 13.99? !   Amazon should be paying me for these plugs (though  deepdiscountdvd  has it for 30 cents cheaper and free shipping)  buy one for your lover, buy two for your mistress/bitch-man, buy three for me. ' , surprise
' What the hell?  A went a bit more hardcore  A -  \' Rush Song \'   UPDATE  Go  here  and it plays like a minute of the song in the background automaticly ' , surprise
' Sent some mags to       keiichi_fire    on Friday but baulked at paying the Â£18 airmail was going to cost me and settled for surface mail instead. Four to six weeks. Oh well.  They turned up this morning.  I have no idea who cocked up and sent them signed-for-express-airmail but thanks ! ' , surprise
' I \' ve just been handed a Bronze Award from Schlumberger ! ? ! ? !   Apartently a job I was involved in in 2002 was awarded a Performed by Schlumberger Bronze Award.  Funny thing is I actually can \' t remember what the job was or who the client was that I did the work for.  But hey, I won an award ! ' , surprise
' Hot damn, that was the most straightforward thing they \' ve done all season. Genius !   And Sawyer even managed to be not snarky for two seconds. *glee* ' , surprise
' Which 1980 \' s Cartoon did you Hoplessly Watch? by   cerulean_dreams        User_Name           Sex           Do you still like cartoons?           You hopelessly were addicted to           How many times you \' ve seen it    837,099        Likeliness it will be aired again: 86%                                                                                               Quiz created with MemeGen   ! ' , surprise
' Holy tutu wearing ninja monkeys !  !  !  There \' s a girl wearing an Incredibles shirt like the guy at Pixar wore in the behind the scenes schtuff !  !  !  I heart you random Pixar girl !  ! ' , surprise
' i was looking through steve depolo \' s morningstar pictures and found one of  cecil .   weird, huh?  there \' s one of  erica , too.  my goal is to see if he took one of my second performance there or wobbly wombat \' s first.. ' , surprise
' haha !    tucson \' s second-largest ever marijuana bust  (about 6.5 tons) took place two days ago, mere doors down on my street. wtf.org? and why wasn \' t i given any for my troubles, i \' d like to know.   random news, but bizarre none the less. ' , surprise
' I was in my car on my way to work this morning, on the phone as per usual, and I saw these people.  This is a bad, blurry pic, but the only one I was able to snap of them as they passed by my car.  I was simply amazed to see someone looking all like one of the Three Musketeers !      I see the weirdest stuff sometimes... ' , surprise
' Dear Students,         The furniture was placed in the New Residence Hall today and we are on schedule for your return beginning Friday at 7:00 AM.   Sincerely Stu Hain  It still needs a name, of course, but as long as there are walls (unlike last time I saw it), furniture, plumbing and electricity, I figure I \' ll be ok.  See you all there soon. ' , surprise
' I just sent an email to a professor at Emory.  Wow, it \' s so easy for me to write about women \' s lit.  So much easier than writing about things I don \' t know anything about or only think I might be interested in. ' , surprise
' Have to admit, my knee-jerk reaction to the pie and  salad dressing  tossers was,  \' Must \' ve been someone who watches a lot of Fox !  \'   Biased?  Maybe.  But when will politicians learn that no matter how much  support  you get from Fox, they are also facilitating your  humiliation ? ' , surprise
' Dance the night away by   karchan85        Name           What you Look like           The Music    Jazz               Quiz created with MemeGen   ! ' , surprise
' For the purposes of this, a  \' clique \'  is a group of people who have all friended each other. Given the members of the clique, I feel I am in Very Impressive Company.  But then, I admine the work of all of these folks deeply. ' , surprise
' After twenty long years of apparent complete invisibility to the male sex, in the past twenty-four hours I have just been asked out for a drink by no less than two separate men (on two distinct continents).   I \' m not sure what to think. ' , surprise
' I just found this out after I updated, and I think you should all know... my Dad started his own freakin \'  LiveJournal... finally.  He goes by the name  \' Fuming_Mucker \' , go ahead and add him to your friends list... I just know his entries are going to be... interesting...  enjoy ! ' , surprise
' There are frogs in the back garden?  What the hey -- don \' t tell me that widdle bit of rain yesterday brought them out? ' , surprise
' Now we \' re talking:     &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;    burlesque is love     brought to you by the  isLove Generator ' , surprise
' Last night Josh, Tara and I wound up at Jonathan \' s bouncing on the trampoline, eating pizza and watching  Family Guy .  Today I went to the mall, watched a movie and hung out with Tara.  Green Day was on SNL.  Woot.   This is a quality blog. ' , surprise
' It finally snowed in Maryland.&nbsp; The beautiful soft and fluffy snow was such a pleasing sight to my eye.&nbsp; I had to go out and take a few pictures.&nbsp;&nbsp;&nbsp;Sorry for the vain self portraits....(&gt;.&lt;)&nbsp;&nbsp; ' , surprise
' *hears that  you   escaped *  *is a bit miffed that he didn \' t get to do his evil super-villan thing to free you*  *prowls  prettily  evilly through Tirion* ' , surprise
' i am valedictorian, apparently.  i did not expect that in the least. i still cant really breath from the news.  wow. ' , surprise
' i am valedictorian, apparently.  i did not expect that in the least. i still cant really breath from the news.  wow. ' , surprise
' i feel like a fucking 16 year old.  im so fucking happy with my hair.  it has a reddish tint to it becuase i used too much sun-in, but it will fade away after like 2 days.  my hair is my natural color--medium brownish =)   i feel so happy.   heres a picture.....or 2:     xoxo alona ' , surprise
' So, a T-Mobile tower, near where my apartment is, is fucked, I can get a signal, but I can \' t call, txt, or get WAP access.  My Mom \' s phone (she \' s visiting this weekend) doesn \' t have signal.  I \' m gonna be leaving here soon and I don \' t know if I can get signal or not.  But, I \' m gonna try. ' , surprise
' ETA: I stopped at the bank on the way home and cashed my first check from this semester. Niiiiiiiice wad of cash in my pocket. DVD burner here I come ! ' , surprise
' Okay, I know I \' ve been way out of the Rent loop lately but did we know Constantine was gonna be on American Idol? I saw the little coming up preview and even though you couldn \' t see his face I could tell it was him just by the way he holds the mic.  Anyway, yeah, not so thrilled with his audition but that \' s cool. Does he ever post on CB anymore?  Is that the only jacket the boy owns? ' , surprise
' Bizarre - and unplanned - that both my last posts went off at the same time.  And this is all too boring for words.  Life \' s not quite that tedious - I \' m heading for San Francisco next week (an ocean and a continent away) - and maybe it \' s just the waiting that \' s getting to me ... ' , surprise
' The bottom has dropped out of the GMail Account market. Shame really, since they used to go for a fair amount on EBay I heard, but no longer. Anyway, through whatever arcane reasoning process Google use to determine recipients, I have three invites to give away. (The other three being pounced on by some rabid IT geeks who I work with.)  Ask if you want one - first come, first served n \'  all that. ' , surprise
' cool. :) a Fan Art i \' d  submitted to lineage.com quite a while ago has won.   i submitted  Guardians of the Forest  under HoneyBee (my loa con elf).  that \' s two winners, hehe. :) the other one is  Untitled , which i submitted under my old Ken elf name Octoberlight. ' , surprise
' I signed on to Trillian this evening after a long day of recuperative rest and I \' m immediately deluged with messages via IM.  Every single one of them was from my coworkers and all brought the same incredible news.  The Pickle has left the building, ladies and gentlemen.    I am now officially three for three. ' , surprise
' Hey, did Freddie have that accent the last time he was on?  \' Cause what was UP with that? LOL  Also, where was Mark Valley? ' , surprise
' I just went to see the Aviator and was surprised to find that I liked it. I was even more surprised to find that Leonardo did a good job of it. ' , surprise
' It \' s not even December yet, but they \' re already flogging      in the shops ! ?  (KitKat is a chocolate-covered biscuity waffery thing for anyone who doesn \' t know...) ' , surprise
' ICS 163:  B  ICS 168:  A  Math 173B:  A-  I already had wanted to go talk to the TA for 163 about my final (the score is low) and was planning on doing that for 168, but since I got an A, I don \' t really care. ' , surprise
' Got a call from my parents, they sold our house. After everything gets signed and finalized, we \' ll be living at our apartment on Hollywood Beach while we keep on looking at houses in the Davie/Plantation area in the mean time. My dad says it should be a few months at most.  Moving day should be sometime in the next week. ' , surprise
' Friday I found out that working even only one month of 2004 qualified me for the bonus pool at my former company.  I sorted the mail and found a very welcome check.  It \' s not a great amount, but it \' s enough for the new pair of glasses I desperately need.  Very welcome indeed :) ' , surprise
' Was online checking registries to make sure we got everything correct when going for thank-you-note writing.  Then I noticed that there has been a recent, like past 24 hours, purchase from one of them.  *erp*  I thought we were done with that !  !  !  !  !   The wedding is over !  !  !  !  !   We \' re married !  !  !  !  !   *hiding*  I thought the pile of thank-you notes to write was finite... ' , surprise
' I can \' t believe it. We have  the cover . Without any perceptible buzz, it kinda shocked me, but in an anticlimactic way. What do you think about it? Is that really Dumbledore? And what the hell is he doing actively helping Harry out? What do you think about the  Adult British cover ? Hm? ' , surprise
' I have seen some unusual pizzas in my time but the one I had yesterday really topped them all. It was advertised on the menu as  \' Vegetarian Pizza - mixed vegetables \'   Mixed vegetables it most certain was....peas, cauliflower, carrot. And yes on a pizza !  !  !   Needless to say it was sent back. ' , surprise
' Hmmm...this cd is quite surprising. I was expecting the new song versions to be different, but not SO completely different. They sound like totally different songs almost. Only family is the most similar to the original song. Very interesting. The two new songs are great. ^_^ ' , surprise
' Huh? They can \' t bring us the 1 O \' Clock News so here \' s BBC World? Why can \' t they bring it? I want to know !  Maybe some demonstrators stormed the news room again ! ' , surprise
' WTF?  Why am I on  this recommended ban list ?  Is it because I \' m on       jameth    \' s friends list?  How lame !   I \' m not a troll and I don \' t frienditto, although I \' ve been known to enjoy my share of LJ Drama.  Oh noes ! ' , surprise
' ... but Carlisle is being washed away !  !   Actually rather serious  and amazing that  so far no-one has died . ' , surprise
' A picture of Amber Benson  from her latest picture,  El Intermedio.   Wow, she looks like death.  Which I guess is appropriate for what seems to be a really bad horror flick.    According to IMDB, the cast she \' s wearing in the movie is real.  She suffered a landscaping accident. ' , surprise
' http://www.somethingpositive.net/sp0224 2005.shtml   Well, uh...so much for Kestrel being a regular on SP.  &gt;_&lt; ' , surprise
' so i have been brushing up on my algebra cuz some people i know have needed help and it made me realise how much i love math lol.  well anything that doesn \' t involve imaginary numbers.  I like solving for x.  I love a good challange.  Give me some foil and slope intercept form.  geometry can rot in hell but man algebra is great. ' , surprise
' ...whoa.  The dude with the Brewery just emailed me back, saying he wants to talk to me more.   Meh? Something good? What is this crap?  Good stuff doesn \' t happen to me. Fate, Somebody stole your Karma Elixir again. You should probably do something about that. ' , surprise
' Wow !   Naruto has finally been  licensed  !  I never thought I \' d see the day.  Must go download all 90 episodes I haven \' t seen now. ' , surprise
' Yesterday I got am email from       guavas   : RIGHT when I got to work (I had seen him just 10 minutes before ! ) The content:  \' Uhm. Call Me. ASAP. \'   I am thinking the worst...   I call immediately.  the reason:     A New Baby...  We didn \' t even know Sylvia was pregnant ! ' , surprise
' Potter, let Malfoy kick it old school or it \' s detention.    Wow... I was blessed by the Gmail gods !  I have  50  invites now. Would anyone care for one? I don \' t even care if I don \' t know you and you just ran across my journal... I can \' t do anything with fifty invites !  All I need is an email address to send the invititation to, if anyone is interested.    ~Artemisia ' , surprise
' Precisely 5 years ago tonight, I watched the movie Bowfinger. I hadn \' t seen it before, and hadn \' t seen it since, until tonight, when it was on tv on whatever channel dad happened to have the tv on when we were done watching a DVD.   Bizarre. (I didn \' t bother to actually watch it again.) ' , surprise
' A picture of Amber Benson  from her latest picture,  El Intermedio.   Wow, she looks like death.  Which I guess is appropriate for what seems to be a really bad horror flick.    According to IMDB, the cast she \' s wearing in the movie is real.  She suffered a landscaping accident. ' , surprise
' The band is 48 May. The song is Fightback. The general feeling is  \' WTF? \'  The lead singer is a guy I went to highschool with ' , surprise
' You know that part of the useless epic fight with an ex when they suddenly accept some of the blame and send you a really well-thought-out email that actually doesn \' t sound like lip service and almost  almost  makes you un-hate them?  YEAH, ME NEITHER, until just now. ' , surprise
' It is actually possible to elicit a subdued apology from random harrassing blokes if you rant at them for long enough (YMMV; try it at your own risk). Who knew?  Quick question for those who believe a woman should always be flattered by such attention:   Given I \' m into S&M, if I offer to beat the shit out of a bloke who doesn \' t know me from Eve, is he obliged to take it as a compliment? ' , surprise
' ETA: I stopped at the bank on the way home and cashed my first check from this semester. Niiiiiiiice wad of cash in my pocket. DVD burner here I come ! ' , surprise
' After twenty long years of apparent complete invisibility to the male sex, in the past twenty-four hours I have just been asked out for a drink by no less than two separate men (on two distinct continents).   I \' m not sure what to think. ' , surprise
' I really wasn \' t expecting THIS result...While I do enjoy a drink every now and then (especially if I \' m flying first class, where it \' s free), I \' m hardly a serious drinker. ' , surprise
' I want there to be a way to have the entire film of  Hero  to be my desktop wallpaper.  Not just a single frame,  the entire movie .  Wow.  What a visually striking film.  Amazing. ' , surprise
' Oh my fking Gods, how in Hell did I miss  this ? It hit shelves January 19th? This is what I get for not paying attention.  Bless you  Amazon , the book \' s already on it \' s way. ' , surprise
' Um, I have nothing to say about this line... but... okay, I got nothing... but I \' m sure after listening to it, you \' ll understand why it \' s funny.  So,  touch it  ! ' , surprise
' Wow, a fair surprised... the only ones I knew of were the original spec at uiuc.edu and a draft; apparently, there \' s now an informational RFC. Here \' s part of a diff from Perl \' s FAQ that I saw today: ' , surprise
' ...well, Mother Nature must have a LiveJournal account or likes to read blogs.  What greated me this morning?  30 degrees outside and frost on the window.  YES !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  ! ' , surprise
' I guess the list was posted today. My prof says that she saw that one of my works got in. ONE OF MY WORKS GOT IN !  I think it was the MN Good Morning one. I need to double check this. I won \' t believe it until I see the list myself. O_O ' , surprise
' Um.  So I \' m listening to this hip hop album from Little Brother and...they sampled Stereolab.  Something off Cobra.  Holy Crap !  !  !   Now I really want to talk to these guys. I tell you, Stereolab has fans everywhere.   Edit:   Ok, another song...now Refractions in the Plastic Pulse from Dots and Loops. Ok, Mr. DJ is a fan of Stereolab, for sure. ' , surprise
' i \' m not SO broke anymore...i just opened my mail from my insurance company...aka HellCo, the corpnazis that love you back....they gave me my refund for my glasses...*smooch* i love having vision benefits...this rox !   shit...i should go out tonight...but then again...sloshing through the cold is not my way of having a good time... ' , surprise
' WTF, they \' re scrapping our five cent piece.  That \' s fucked up.  Oh, and they \' re halving the weight of the ten, twenty and fifty - vending machines are going to be fun for a while there.  Come on, I live on five cent coins.  I \' ve always got at least two.  I guess I \' ll be sticking that with the paper $10 and the millenium edition $10.  Time to empty the coin jar and change all the fives to tens? \' ,, ' , surprise
' man FUCK FUCK shit man.... 2 lamers tricked mi into believing sherylene went to seoul garden.... shit shit shit ' , angry
' My stupid bro is hogging on the computer for like the whole day and he says he needs somemore.... FUBAR.... he has no life man.... utterly screwed up.. juz like mi trying to ask s out.... ' , angry
' In Amnesty international today we wrote letters to Chairman Kim Jong-il in North Korea about the famine his people are suffering due to his goverments refusal to accept food aid. Some of the pictures are awful.    http://web.amnesty.org/pages/prk-17 0104-action-eng ' , angry
' Once again, I find myself confounded by the work-study office.  They managed to lose the last  two  of my timesheets.  TWO !   That \' s one month pay, people.  Oh my god, I hate them so much. ' , angry
' THIS ALWAYS HAPPENS TO ME I JUST WROTE THE LONGEST ENTRY IN THE WORLD AND NOW ITS GON CAUSE I PUSHED THE WRONG FUCKING BUTTON !  !  !  !  !  !  !  !  AHHHHHHHHHHHHHHHHHHHHHHHHH I HATE THIS !  !  !  !  !  !  ! ' , angry
' Not much has happened but I \' ll be going to San Francisco tomorrow morning for the weekend. I \' m going to try to write more regularly after I get back. I \' ve just been really lazy. Oh I got my hair cut. It \' s a little to short but it will grow. ' , angry
' I get the fucking point Yuuta-kun.   You don \' t want to talk to me.   You want me to take care of Syusuke.   You \' re running away.   Nothing new, ne?   Fine. Have it your way.  You always do, don \' t you? ' , angry
' i really have nothing to write, but everyone is ignoring me, so why the hell shouldnt i write. go me. im listenin to coal chamber, its been a while since ive listened to them.  well im bored as shit, fuck you all, except for the cool people (everyone i know) ' , angry
' I  need  to say this:   Fucking bastard horse turd dickhead spaz-meistering wank-rot testicle-killing shit for brains loser ! ' , angry
' http://www.nypost.com/news/regional news/42800.htm   can you get much sicker than this? I mean... I hope the guy gets found and they draw and quarter him...   was going to type up something about  \' Robots \'  but still too upset that people like that exist... ' , angry
' Starting from today, I \' ll keep the remote control under close watch. I will not allow it to disappear *ever again*... If anyone needs it he will need to ask for my permission. DON \' T YOU DARE TOUCH MY REMOTE CONTROL WITHOUT MY PERMISSION !  !  !   *Maf ! * ' , angry
' All I can say is EBgames is a bunch of cop outs and can \' t stick to what they say.  Can \' t wait to leave. ' , angry
' At least I only have to live four more years with my mother, right?  Well, FUCK.  Right about now it sounds like a goddamn long time. ' , angry
' As promised here are pictures of my poor little car.    http://www.geocities.com/nehllah/P10101 75.JPG   http://www.geocities.com/nehllah/P10101 76.JPG   http://www.geocities.com/nehllah/P10101 77.JPG ' , angry
' I never thought I would say it, but I hate Grinnell. This place, which used to be my home, has lost all positive meaning for me. I hate it. I \' m going to spend next semester holed up in Dag House, ticking down the seconds until graduation. I \' m just never allowed to love  anything , am I? ' , angry
' Okay, I \' m not really into AI this season but I have been paying enough attention to know that Jennifer Hudson just got robbed !  !  !  !   The guys suck and America is stupid.   I had other things to say but I \' m pissed so.... ' , angry
' Yes, it \' s still plagiarism if you paraphrase, if you \' ve copied the ideas and the format and the quotes, but haven \' t credited the source you got the format, quotes, etc. from. ' , angry
' About My Life.Net  better had be doing some freakin \'  important work, because they don \' t appear to exist... ' , angry
' ~*~           Image by       macavity_hime   . Steal and die.     ~*~      Comment to be added...if I feel like it. ' , angry
' It \' s offical: the video card in my desktop computer is kaput. Attempted to use the DVI to VGA adaptor and no go. Using an old Radeon 7200 (the I need to adaptor to use) for now. Going to use it until I can get a new video card.  Crap... ' , angry
' The video card in my desktop just bit the dust. That \' s right, no  video at all.  *growls* I \' ve got an older one sitting around that I can put in, but don \' t have a DVI to VGA adaptor so I can plug in my monitor.  Shit ! ' , angry
' bahasa indonesia lumayan.. tapi ada beberapa yang gw pasti salah.. sial... argh... geo mesti sukses.. kalo enggak... ARGH !  !  !  !  !   kesa.. udah mo sakit lagi... panas udah mo naik lagi.. ntar lanjut lagi ah... ' , angry
' it has been proven... there are too many conservative idiots in america.   here \' s hoping that Bush wasn \' t lying when he said there would be no draft. ' , angry
' FUCK YOU, JOSH.  I HATE YOU !  !  !   THAT WASN \' T FUCKING FUNNY !  !  !  !        Oh God I \' m so glad he \' s okay.    EDIT:    Oh shit, he \' s not going to see that video, is he??  ...      I need to get out of here.  So the Chicago trip is still on.  Might be best to leave school in a half hour  so that we have time to pack. ' , angry
' Wat have I told you about starting on fourth years?  Black, Potter.  Detention for a month. Cleaning the dungeon floors. With no magic.   No use protesting - it has already been run through my head of house, who no doubt has already spoken to the head of Gryffindor by now.    Watch your backs boys - things are about to get sooo much worse... ' , angry
' ...fuck you bx science for your serious shortcomings that lead to [unnecessary] predicaments  ...and professionalism must be a two way street    ...not  \' fuck you fuck you fuck you fuck her you all SUCK \'   not cool.  happy valentine \' s day my dears.  [and whywhywhy do you insist on killing my favorite songs?] ' , angry
' You would burn the person in a massive fire. Heat gives you power... makes it feel like it will go away like the ash in the wind. You like to get things done and over with and hope the flames claim the evidence      How Would You Murder Someone?     brought to you by  Quizilla ' , angry
' people. disgust me. especially your kind. especially my kind. fuck if I know anymore. fuck if I ever knew.  way to not really make sense. linda accused my journal of being vague. is that bad?  fuck bryan. fuck him for confusing me. fuck him for dropping off the earth. fuck him for making that trip out to illinois. fuck his band. or lack there of. yes. especially fuck them. ' , angry
' Comcast is really acting funny, and has been for the last few days.  It will randomly not resolve DNS.  (I \' m posting this from my encrypted remote session to work.)  Everyone \' s having major problems.  Of course, when DNS breaks, something in Samba breaks Briscoe, so it \' s in offline mode.  Glad I enabled that feature, talk about a lifesaver.  Computers suck. ' , angry
' Three Panthers in steroid scandal...   And now we know how Sauerbrun delivers all those hard hits.&nbsp; Fucking lame. ' , angry
' Wow, yay for updating my livejournal. I can \' t stand to be on the computer anymore, msn annoys the hell outta me cuz it never works at my house, ever since i had to update to 6.2. So, I \' ve just given up all hope on it. ' , angry
' Fuck you, Jordan Levin.  Seriously.  What \' s up with the tellin \'  us how much we rule at the 100th episode party, and then knifin \'  us in the back?  I need a stiff drink. ' , angry
' Ok i just realized that the 11th of march is soon....they killed almost 200 people on the bombing of the trains in MY MADRID... *cries* aw....what they will do to conmmemorate it...i wonder.  Can \' t believe that happened...pray for their souls... ' , angry
' being online when i feel like this isnt good at all. because then i end up here, wanting to cry. wah, wah, WAH.  nothing, and i do mean nothing, went right today. besides making it home safely. ' , angry
' there was an argurment between rio mike and i about me drawing five new cards and mike was upset because he thinks rio and steve treats me different then him. it just went down hill and now mike wants to give me all his cards. i wish that i never got these cards. ' , angry
' I am so angry.  Nicci can \' t get work off for the Used \' s show on the 30th, and we were stuck in traffic for almost 3 hours today, preventing us from seeing them.  I had even gotten Donna to cover my shift.  So now I can \' t see them at all.     bastards ' , angry
' Ick touching this thing again.           Oh by the way Gred and  Forge any more prank ideas? Peevsies is bored.            All right sooo. Just bugging the students. And Mrs. Norris I \' m WATCHING YOU !  So best be on your behavior or Peeves is gonna do something terrible !  Heh heh.  I love raising the hair on everyone \' s neck. Its so much fun !   Peeves ' , angry
' David Horowitz \' s  Liberal Network  page- I love  \' Ruth Bader Ginsburg \'  being on the same row as  \' Sheik Omar Abdel Rahman \'   This is even better then the  other   two  ads the USA Next  wants to run  against the AARP ' , angry
' Hal \' s monument.  Hal \' s fricking TOMBSTONE, and yes, I know what happened to his body, and YES, I spoke to him earlier this year, but STILL.  BLAM.  I got a BLAM for the guy who did this.  Should \' ve Cried that gun out of his hands in the hospital in the first place.... ' , angry
' the war finalyl starts, and just when i \' m ina  good mood, BAM !    shit fuckss up and pisses me off.  goddamn i hate where i am.    argfucjshitmotherfuckerdieihatemylifearg est ' , angry
' Okay  f  u  c  k  m  o  o  k  s , I know something is going on; the pigeons are flying the skies with impunity. What are you guys up to and don \' t even think about fobbing me off. &gt;:|   EDIT : Oh dear family, guess what? The Silmaril has gone missing and so has Maglor. It doesn \' t take an uncanonical rocket scientist to work out what \' s happened.  :( ' , angry
' *goes home in a right strop*   BATSHIT !   SHE \' S GONE TOTALLY FUCKING BATSHIT !   *pours a drink*  *remembers  this exchange * &gt;:|   *hurls the wine bottle at the wall* ' , angry
' Short version.  I yelled at someone today for being stupid, he punched me, I reported it.  More details to follow later. ' , angry
' Casulties to date in Iraq:    American and Coalition:  10412  (The estimate more like 15,000)   Civilian:  15365-17582  (We \' re just not sure) ' , angry
' Interesting... my eyes turn a burgundy color when I cry...       I feel like a piece of shit stuck to someone \' s shoe... 3 people fucked me over seriously in 2 days.... screw that... I \' m through ' , angry
' Michigan Preparing To Let Doctors Refuse To Treat Gays   Fucking hell.   Doctors are obligated to help everyone. Not just straight people. I don \' t know how these people live with themselves. It \' s like,  \' Oh yes, I want to help people but just as long as they \' re not gross and faggoty ! ' , angry
' Jeremy St. John - I \' ve forgotten your AIM screenname, and you \' re never on IRC. So you need to post a comment here with your screenname, email me, or get on irc. Its nice to see you \' re still alive, btw. ' , angry
' The vacation was fun !  I planned on writing a long, glowing review of all that happened since I last posted- but then-  The damm airline messed up, and my bag was lost !  !  !  GAH !  !  !   So many important things were in there.   I also slept in- so I didn \' t go to school today, cause my mom was kind enough to let me stay home. Grrrrr. ' , angry
' Sirius Black is a bully.  He broke my fingers -  twice  - and then I got a week of detentions for it.  And he tried to beat up my brother.  And he \' s obsessed with Lily Evans.  But he cries like a girl when you knee him in the balls. ' , angry
' While my husband is on his tattoo adventure I \' m sitting here mad because I won \' t know what he \' s getting, nor will I be there to see him in pain.  The bastard. ' , angry
' You know what, this is my livejournal and I \' ll write what I want in it...... so if you don \' t like it then don \' t read it ! ' , angry
' My dad was in the school cause I got caught with weed, alcohol and a gun in my bookbag. I also got kicked off the bus the other day cause I was too stoned to ride it. ' , angry
' dammit S*P isn \' t working on my computer. roz it occured to me as i left that we coulda hung out anyways cause we no one was even going to kendal,. fuckaduck. ' , angry
' Feh. You are all emotionally stunted freaks for not responding to my last post. You \' d better at least cry at my funeral, or I \' ll tell God to send down some heavenly whupass on you.  Oh, and I want this tombstone: ' , angry
' Dance the night away by   karchan85        Name           What you Look like           The Music    Rap               Quiz created with MemeGen   ! ' , angry
' PRIVATE   It will be a cold day in HELL before I apologize to that barmy COW in the tower. She all but accused those of us who attended the film with  Mr.  Professor Lupin of being a congregation of skanks who did not have the moral discretion to leave what was a film of an  \' adult \'  nature.  I do not appreciate being labeled as such....  Bitch  E ' , angry
' ok peple you know that i dont know who did this vj for praz but i didnt do it but i am trying to find who well  i ll jest keep trying ' , angry
' Grr...  Carl... Grr...  Sometimes i *really* hate pessimism. I think i composed my reply rather succinctly, considering the rage that was incurred with the original reply.  Grr. ' , angry
' the vacuum is the great satan.  i tried to destroy       la_biscuit    for this obvious attempt on my life, but i don \' t yet have enough mass to take her down.  i left some pretty good teethmarks on her ankles, though. ' , angry
' I don \' t believe it.  Now it \' s Iran.  Is this going to be the next Iraq/Vietnam?  I really object to his use of the word  \' freedom \' .  it seems to be synonymous with U.S. values/ greed/ empire building.  Only the American Nation really knows what Freedom is and the rest of the world ought to recognise this wisdom, or else----- ' , angry
' I think Dan Rather was only send to Iraq so that he gets killed.. good way for CBS to save the pension for creating more evidence for whoever runs for the republicans in 2008. Fake news stories take time to make.. ' , angry
' I was gone for a *week* with the family, and I come home to see that hell \' s frozen over?  Oh, thanks.  Ryuichi-kun, you and I need to talk, and I will *drag* you over here if you don \' t comply.  Understand, hun?  It \' s important.  And Tatsuha?  Stop with the pornscapades.  *Now.* ' , angry
' OY, I am brassed off. Just overheard the biggest bunch of bollocks this side of the lake. Nasty bunch of Slytherins, up to no good like usual !  Why am I not surprised?   Eh, I need to find Benjy. Explain later !    - DAVY -   PS: Save the Socks? What the-? ' , angry
' In Kentucky, if you write a fictional story about zombies overrunning a high school, you  go directly to jail . (Via  Hit and Run .) ' , angry
